 ,Weekly_Sales
282140,3591.0689999999977
282141,42.07720000000001
282142,1312.3692999999992
282143,27046.10390000001
282144,6019.888500000004
282145,31562.148400000035
282146,12393.954200000002
282147,28895.0159
282148,1374.1362
282149,489.8052000000004
282150,667.2119
282151,4752.993300000003
282152,1018.4627
282153,6556.795200000007
282154,6.849200000000001
282155,9245.150400000004
282156,19758.895
282157,31584.22649999996
282158,14029.724599999989
282159,17428.075799999977
282160,45525.902
282161,6291.754400000002
282162,17455.26550000001
282163,2973.9141
282164,15767.31130000001
282165,629.8879999999996
282166,32746.217800000028
282167,233.23720000000012
282168,108.24619999999992
282169,28108.17709999997
282170,15106.42099999999
282171,4284.294300000002
282172,11.249600000000004
282173,2688.5018999999998
282174,28852.106799999987
282175,26216.5973
282176,11012.5081
282177,633.4219000000012
282178,24367.616299999983
282179,49374.49960000001
282180,349.73020000000014
282181,9728.2203
282182,36786.797600000056
282183,38072.09459999996
282184,2160.594000000001
282185,8736.365699999984
282186,30132.53119999997
282187,162.78229999999976
282188,1622.4975000000006
282189,3549.9737
282190,24619.396400000005
282191,628.1444000000004
282192,4146.357800000001
282193,11789.691900000002
282194,18.7913
282195,6141.694900000003
282196,3020.2138000000004
282197,11304.433899999996
282198,43.31969999999999
282199,1496.2134999999998
282200,5344.825
282201,14902.73440000001
282202,141.3624000000002
282203,10.012300000000009
282204,15152.753200000005
282205,10027.847399999995
282206,14006.156499999996
282207,5216.018800000004
282208,6.4512000000000045
282209,9522.029500000004
282210,8077.574799999994
282211,6870.360700000001
282212,14.028600000000008
282213,5422.862300000001
282214,27990.362900000004
282215,16038.827400000007
282216,22503.850799999997
282217,13399.605800000005
282218,46107.06420000003
282219,302.1387
282220,42189.53040000005
282221,1695.3007
282222,237.5813999999997
282223,817.0985
282224,787.9341999999996
282225,2796.851900000001
282226,498.56060000000025
282227,6051.023799999996
282228,46486.887299999966
282229,16827.2784
282230,13733.72419999999
282231,23747.68619999998
282232,58.11680000000003
282233,36053.57600000001
282234,4595.113000000002
282235,3257.2388
282236,7875.793899999995
282237,4455.572300000001
282238,23552.31710000003
282239,33892.08759999999
282240,10531.3124
282241,4888.4439
282242,12180.0146
282243,6992.505399999997
282244,10845.9252
282245,6135.632200000002
282246,15326.514500000005
282247,21.57170000000001
282248,19968.14340000001
282249,4380.857499999997
282250,7988.986700000006
282251,31667.37459999997
282252,25887.2816
282253,3541.6906999999983
282254,5637.178899999998
282255,53670.77240000001
282256,25796.497600000013
282257,59285.400400000064
282258,22457.515299999992
282259,11465.0784
282260,12276.521299999997
282261,6566.1587
282262,36.006
282263,2142.9911000000006
282264,11626.0856
282265,17252.125100000005
282266,17841.721699999995
282267,23142.017599999977
282268,60.14400000000006
282269,5171.644400000001
282270,114.82439999999993
282271,2315.9180999999994
282272,17840.511799999993
282273,3374.412600000002
282274,10928.126999999988
282275,11443.503499999995
282276,26060.98969999999
282277,6953.187299999999
282278,21347.501600000025
282279,30134.75570000001
282280,425.3051000000003
282281,18920.08990000002
282282,1633.5125
282283,306.3755
282284,61.86869999999998
282285,5338.522500000004
282286,6334.715400000002
282287,14443.358699999995
282288,11496.626499999988
282289,10069.552599999995
282290,52458.64469999999
282291,232.1636000000001
282292,21691.4532
282293,48078.388800000015
282294,7533.308900000004
282295,6854.934699999996
282296,116.49380000000008
282297,4591.634199999995
282298,20981.284299999985
282299,7480.772799999993
282300,3824.273999999998
282301,8267.116300000005
282302,6247.110400000001
282303,7180.169800000009
282304,15568.9981
282305,3562.667399999998
282306,1802.205
282307,2516.9554
282308,652.2613000000005
282309,1434.1315000000009
282310,1882.7665999999988
282311,13961.741399999995
282312,8239.005800000012
282313,18138.274900000026
282314,31261.53660000002
282315,27135.8886
282316,18381.3845
282317,635.9864000000006
282318,13298.3691
282319,664.1518999999996
282320,25328.3135
282321,10835.44269999999
282322,16398.3488
282323,13242.53700000001
282324,407.3927999999999
282325,9237.309400000002
282326,65048.375400000026
282327,724.7603999999999
282328,50165.05519999995
282329,14973.082099999994
282330,7481.734299999998
282331,49680.87789999997
282332,6734.133100000003
282333,5464.343099999999
282334,9633.9724
282335,8124.997800000012
282336,362.56920000000025
282337,35333.961299999995
282338,9.263600000000007
282339,2495.0346999999983
282340,18346.491999999995
282341,7980.338500000002
282342,6057.049899999997
282343,668.0471000000008
282344,18814.500499999987
282345,8960.48870000001
282346,1506.0690000000002
282347,3180.4136000000003
282348,757.7656000000003
282349,845.8751999999997
282350,3902.556399999999
282351,22208.563
282352,5673.950199999997
282353,22867.2242
282354,23481.241899999983
282355,10878.458900000003
282356,4195.0182
282357,50991.47620000005
282358,3557.8568999999998
282359,1675.1750999999986
282360,1151.8714000000002
282361,32.26980000000003
282362,8715.802199999998
282363,5046.143399999996
282364,2259.6663
282365,16.61100000000002
282366,49999.55660000005
282367,4614.036900000003
282368,10463.486400000009
282369,17709.203400000002
282370,36052.3613
282371,3039.904400000001
282372,3601.7738
282373,60784.88029999997
282374,16261.20090000001
282375,56996.17139999999
282376,4771.367500000003
282377,16449.501800000013
282378,478.4616999999995
282379,12958.658899999991
282380,7502.322999999995
282381,6345.604299999995
282382,13189.432499999995
282383,34723.744499999986
282384,35499.403800000015
282385,4869.365199999997
282386,16193.069400000006
282387,58724.16309999995
282388,6403.338199999995
282389,9060.189200000004
282390,16487.6533
282391,12029.4045
282392,34837.00170000004
282393,43227.0105
282394,23657.731999999996
282395,3466.2081000000017
282396,2884.5678000000025
282397,48966.6616
282398,14969.214300000003
282399,49.96390000000001
282400,2090.489000000001
282401,11480.348499999996
282402,3103.188500000001
282403,15418.308299999975
282404,1420.2868999999998
282405,548.8251000000001
282406,18233.3853
282407,1362.7501999999993
282408,3857.270200000002
282409,9191.167600000004
282410,2494.1690000000003
282411,682.0163000000002
282412,17882.59240000001
282413,10608.045499999998
282414,218.42390000000023
282415,10333.8356
282416,20070.540599999997
282417,10144.021900000003
282418,5556.670100000001
282419,12671.486200000016
282420,27.658
282421,22269.764299999984
282422,216.40870000000004
282423,7281.445800000007
282424,2458.9889000000003
282425,134.3791000000001
282426,6624.118
282427,32541.7164
282428,30171.35160000001
282429,54893.49320000004
282430,34695.44290000002
282431,8367.739700000004
282432,178.45149999999987
282433,9842.5874
282434,644.2223999999999
282435,5194.417700000001
282436,17811.47429999999
282437,11124.06489999999
282438,5327.057
282439,11212.065799999998
282440,3560.1821
282441,127.52600000000004
282442,13273.674999999994
282443,54827.41229999996
282444,52059.11470000004
282445,6609.816099999997
282446,24736.972999999987
282447,1092.634599999999
282448,726.0906999999997
282449,23079.821500000013
282450,15064.384199999988
282451,4393.740800000002
282452,3270.365699999997
282453,32413.094300000008
282454,15444.304899999996
282455,5260.982899999998
282456,11592.402899999994
282457,27196.821199999988
282458,3650.842200000001
282459,400.5405999999999
282460,2930.7777
282461,10638.933300000006
282462,4217.425900000002
282463,13.559200000000002
282464,1811.2983
282465,11246.490000000014
282466,14904.016099999992
282467,4973.972899999996
282468,6784.701999999994
282469,4367.111599999999
282470,24762.17799999999
282471,2257.0367999999994
282472,8970.7561
282473,20728.996499999987
282474,11390.638400000007
282475,17046.542100000002
282476,33233.67279999999
282477,20324.502899999992
282478,9842.106600000014
282479,265.9782
282480,22066.710399999985
282481,27548.9044
282482,6821.920800000004
282483,65197.31280000005
282484,53283.5615
282485,7864.237400000004
282486,12152.6413
282487,63520.86960000004
282488,6192.264199999997
282489,1071.3836999999994
282490,24783.800700000003
282491,2534.0704000000005
282492,2764.3916000000004
282493,9460.0987
282494,2791.9424000000013
282495,22004.848899999997
282496,8293.415499999996
282497,6662.148999999999
282498,13426.891100000004
282499,11603.812599999996
282500,20924.1709
282501,257.1345000000003
282502,107.81600000000002
282503,1522.0614999999996
282504,13620.260999999991
282505,3845.68
282506,5213.492699999999
282507,14776.410900000004
282508,11407.161799999994
282509,46103.86070000001
282510,5951.114099999997
282511,52718.91559999996
282512,2970.803100000001
282513,2137.7676999999985
282514,8303.201400000002
282515,3823.9381
282516,16429.484800000002
282517,14565.519099999998
282518,23879.481999999996
282519,6891.398400000008
282520,67337.44189999999
282521,904.3653000000002
282522,3712.2852000000007
282523,7981.5836
282524,40608.556099999936
282525,1099.9362999999985
282526,29239.184999999983
282527,6491.277099999999
282528,34366.97000000004
282529,22454.152600000016
282530,15276.490499999996
282531,2026.5344999999995
282532,5999.726099999997
282533,10604.5548
282534,44571.79009999998
282535,9958.596400000004
282536,20581.478400000007
282537,11762.801099999991
282538,968.4885
282539,2795.697099999998
282540,25726.58089999999
282541,17038.814199999986
282542,1795.6073000000006
282543,10877.26840000001
282544,845.24
282545,31553.177500000023
282546,29724.677099999983
282547,852.2586999999999
282548,754.3860000000001
282549,49242.366399999984
282550,58830.69049999998
282551,23902.661199999988
282552,4557.3745
282553,12409.0814
282554,29375.34020000001
282555,3625.4505
282556,605.9917999999999
282557,1016.0170999999998
282558,14708.692900000007
282559,22089.752299999986
282560,2722.457800000001
282561,55820.36649999998
282562,11873.091
282563,69969.54340000004
282564,20905.55549999998
282565,10808.3473
282566,1363.6009000000006
282567,12478.215700000002
282568,1582.6562000000004
282569,888.9931999999998
282570,5057.562600000004
282571,16031.695700000004
282572,600.4800999999998
282573,2975.8571000000006
282574,4239.518200000001
282575,1352.2698000000005
282576,31792.65930000001
282577,36.7616
282578,4446.219100000001
282579,8289.216399999996
282580,6015.273200000005
282581,31457.80729999999
282582,21617.815999999988
282583,3284.3534000000013
282584,14620.199700000005
282585,718.5520999999999
282586,74.6989
282587,20551.56620000001
282588,8529.800900000002
282589,42746.7739
282590,14539.338699999982
282591,6588.390999999998
282592,8587.028399999997
282593,67727.3076
282594,103.961
282595,98.30930000000002
282596,6135.4666000000025
282597,50649.00610000002
282598,4041.6701999999977
282599,4178.955300000002
282600,19826.97419999998
282601,29647.431299999967
282602,11738.056100000003
282603,357.0556999999997
282604,558.3358000000001
282605,487.0906999999997
282606,14186.174699999998
282607,10600.118400000005
282608,76.80040000000004
282609,2367.4077
282610,42412.611200000014
282611,7123.197999999996
282612,2164.4993000000004
282613,2539.1935
282614,7346.819900000003
282615,32410.521600000026
282616,1312.0500999999997
282617,9168.399399999997
282618,9422.920200000002
282619,2454.8946
282620,32427.274300000016
282621,745.312
282622,24825.290399999994
282623,9314.750300000009
282624,14670.1158
282625,2663.6123999999995
282626,79.29900000000006
282627,8781.957100000005
282628,2444.521499999997
282629,3798.472400000001
282630,14320.985399999989
282631,206.3481
282632,139.79519999999994
282633,1811.773199999999
282634,2111.965000000001
282635,42975.58740000001
282636,45.84600000000003
282637,329.2449
282638,12013.510599999994
282639,8537.274500000005
282640,46746.45629999999
282641,4688.915100000002
282642,7588.635399999994
282643,43712.81709999997
282644,8451.526200000004
282645,18848.987800000017
282646,29818.5536
282647,35266.22049999998
282648,615.0867999999994
282649,7829.878499999992
282650,2542.4696
282651,2195.0447999999974
282652,12271.426199999996
282653,706.8574000000001
282654,14181.016700000013
282655,1758.8120999999978
282656,11064.737199999996
282657,34.48920000000001
282658,3350.9891
282659,19383.408299999992
282660,11671.962100000012
282661,3261.8945000000003
282662,14480.012800000002
282663,22228.587599999988
282664,7638.815199999998
282665,861.5649000000003
282666,57883.5907
282667,46566.29920000001
282668,276.5662
282669,12233.126300000004
282670,303.9260999999999
282671,609.1363999999999
282672,28.649999999999977
282673,2225.732900000002
282674,21075.6369
282675,2454.4328000000014
282676,219.06509999999997
282677,67779.82210000005
282678,1157.1812
282679,1085.207
282680,2211.949899999999
282681,39952.94539999998
282682,8286.574199999997
282683,29237.649400000017
282684,6633.123200000001
282685,768.2794000000005
282686,8228.798700000003
282687,5135.455800000002
282688,2902.306200000001
282689,2800.417
282690,3405.437199999998
282691,22.412100000000013
282692,17387.640100000004
282693,54.43159999999999
282694,28156.30919999998
282695,900.1711000000003
282696,12640.513799999992
282697,8555.448200000006
282698,12678.632800000005
282699,2036.9411
282700,75.99999999999997
282701,5055.150200000004
282702,7698.695
282703,40641.93649999999
282704,17404.91660000001
282705,692.5057999999997
282706,15959.056000000017
282707,28370.77979999999
282708,6330.686800000001
282709,24528.18200000001
282710,28111.031500000005
282711,40219.2896
282712,42900.74949999999
282713,41917.5949
282714,5886.100700000007
282715,1691.457
282716,8720.8789
282717,8368.083100000003
282718,5702.458700000001
282719,15906.241500000004
282720,8856.230300000005
282721,7193.627800000005
282722,3755.1377
282723,1129.055299999999
282724,12231.568900000006
282725,28354.925599999995
282726,1692.2526000000005
282727,7712.628900000003
282728,4598.708200000004
282729,380.2100000000001
282730,15788.376200000004
282731,1476.9157000000005
282732,86.87319999999994
282733,15681.740300000003
282734,37632.61879999998
282735,39527.208
282736,599.4696999999993
282737,6791.165499999995
282738,21.73190000000001
282739,31165.6287
282740,20833.906500000005
282741,418.79970000000014
282742,49824.412600000025
282743,14.543799999999989
282744,21250.876800000005
282745,15789.787400000012
282746,466.089
282747,55046.00550000001
282748,15950.493799999997
282749,1493.3190999999997
282750,8613.523600000006
282751,20.543500000000005
282752,119.10099999999991
282753,4460.338200000005
282754,29947.6458
282755,11313.076099999998
282756,16302.68989999999
282757,35479.87399999999
282758,27659.2618
282759,46269.57710000002
282760,21972.570899999984
282761,6669.962500000003
282762,49.6405
282763,53040.1487
282764,2800.4730999999992
282765,17858.776400000002
282766,1212.111
282767,92.53490000000004
282768,27215.30759999998
282769,19394.6529
282770,62806.5391
282771,2645.0635999999986
282772,536.2147999999999
282773,1887.6102999999996
282774,12119.965500000002
282775,17024.502599999996
282776,2289.0723000000003
282777,736.2103999999996
282778,20690.56620000001
282779,15695.782800000004
282780,3960.1041000000014
282781,78.34830000000008
282782,14.930100000000005
282783,634.3552000000004
282784,2062.0887999999995
282785,18240.06879999999
282786,278.1764
282787,9394.589800000009
282788,148.55019999999993
282789,40842.73830000002
282790,36183.7029
282791,26736.2886
282792,3841.637500000003
282793,2595.889599999997
282794,4025.665699999996
282795,528.9902999999999
282796,19142.256200000007
282797,7662.632999999999
282798,1262.8574
282799,17153.67370000002
282800,20819.58640000001
282801,3007.8718000000013
282802,8895.5297
282803,29611.8545
282804,2241.149100000001
282805,2279.916899999998
282806,18044.70639999998
282807,8667.762900000003
282808,45238.276399999966
282809,9934.628300000006
282810,2670.7224999999994
282811,30820.09460000002
282812,13333.813999999991
282813,3278.756399999997
282814,397.882
282815,10121.177699999997
282816,2735.398599999998
282817,27042.003399999998
282818,6151.879699999999
282819,16968.2353
282820,835.1513000000009
282821,4800.4885
282822,4980.083100000004
282823,2639.1608999999985
282824,29228.72729999997
282825,3850.6126
282826,3820.6949
282827,36026.06409999996
282828,14601.601100000003
282829,18966.75240000001
282830,1890.7206
282831,69.82630000000003
282832,3051.5794
282833,7458.581999999995
282834,17786.40360000001
282835,17614.488
282836,48.679
282837,48108.9764
282838,3390.5848
282839,352.9622
282840,2496.743499999998
282841,37880.8627
282842,11688.3296
282843,26124.01080000002
282844,19872.22090000001
282845,47929.71170000004
282846,6798.425500000001
282847,3911.477299999999
282848,17689.478399999996
282849,1754.1679999999997
282850,14988.945899999995
282851,7947.782900000002
282852,7382.269199999996
282853,740.3201999999998
282854,22088.791300000004
282855,676.4266999999995
282856,3889.657199999997
282857,35842.26180000002
282858,2044.9328
282859,6246.244599999994
282860,7406.2213999999985
282861,64909.85430000007
282862,10696.601300000011
282863,39096.133299999965
282864,69232.47169999998
282865,10583.110899999996
282866,417.0426000000001
282867,35061.36429999994
282868,1080.979099999999
282869,75.88130000000008
282870,2111.661
282871,109.3996999999999
282872,8643.159800000005
282873,41380.63279999997
282874,9192.5101
282875,24534.06190000002
282876,5223.702300000003
282877,13782.40509999999
282878,11472.984499999997
282879,25465.919099999992
282880,3611.341000000004
282881,3503.8359000000014
282882,35506.14830000003
282883,28131.34520000001
282884,8847.362899999993
282885,9948.974099999994
282886,15104.025699999998
282887,6480.780900000002
282888,958.6186000000006
282889,227.9137
282890,1612.6927000000014
282891,51594.88299999998
282892,1822.3574999999996
282893,7657.875499999999
282894,2923.142999999998
282895,3420.287099999996
282896,28223.50169999997
282897,1768.2056000000002
282898,17712.173600000002
282899,2832.0090999999998
282900,6920.558999999993
282901,5920.327000000003
282902,17822.971100000002
282903,3581.6932
282904,34025.68880000001
282905,4097.526700000003
282906,16205.105399999984
282907,6464.954400000003
282908,23799.386600000016
282909,59.0345
282910,13173.184899999997
282911,2512.959900000004
282912,8513.446399999992
282913,12414.618099999989
282914,13645.252800000002
282915,1313.6464000000008
282916,7799.696700000006
282917,63295.35079999999
282918,7873.425299999997
282919,60612.14470000008
282920,8571.4204
282921,1532.842199999999
282922,155.87879999999998
282923,8982.955899999997
282924,16846.3501
282925,11064.344599999997
282926,1020.2482999999988
282927,41614.82199999997
282928,29210.49950000002
282929,1344.9580999999994
282930,442.5864999999999
282931,7574.2926
282932,5602.658999999998
282933,30311.65660000001
282934,1330.2125
282935,2777.881099999997
282936,188.1361000000001
282937,10649.081600000003
282938,5742.369599999996
282939,2254.5373
282940,102.7122
282941,17179.770200000014
282942,22053.15660000001
282943,17304.188100000007
282944,6802.563199999995
282945,3020.0826000000006
282946,5989.411800000001
282947,4951.856100000001
282948,15101.717199999986
282949,45909.33190000004
282950,23798.6294
282951,10001.805200000004
282952,8571.255399999995
282953,13970.929099999998
282954,3699.002999999995
282955,42708.55209999998
282956,8474.023399999998
282957,24602.69799999998
282958,69.26670000000007
282959,44.88210000000003
282960,53617.45120000004
282961,6910.300499999997
282962,6754.044499999997
282963,55217.23469999998
282964,258.21059999999994
282965,19136.422799999986
282966,29136.66049999997
282967,6279.978199999999
282968,6001.348600000006
282969,24326.88340000001
282970,3971.137000000004
282971,15748.5185
282972,10991.351300000004
282973,12848.328
282974,16733.894499999977
282975,161.692
282976,8590.518699999993
282977,10257.928399999995
282978,6157.242500000004
282979,4791.547200000004
282980,60930.05539999999
282981,3613.1611
282982,18542.02379999998
282983,57.0733
282984,62027.0141
282985,26053.96059999998
282986,5381.606499999997
282987,15537.088700000011
282988,47230.354100000026
282989,3244.155800000001
282990,25456.88460000004
282991,33168.93849999999
282992,11206.388100000004
282993,16453.890400000004
282994,31.25240000000003
282995,12816.531800000012
282996,3926.967999999996
282997,6400.5504
282998,12310.5123
282999,14488.942599999997
283000,3517.1089
283001,14908.7391
283002,16992.689599999998
283003,4949.442800000002
283004,11325.899700000004
283005,16.15540000000002
283006,18204.72040000001
283007,21075.9842
283008,13387.571599999996
283009,54077.76280000005
283010,10618.5693
283011,412.11790000000025
283012,3351.092799999999
283013,20566.967099999994
283014,22882.078599999983
283015,53236.75220000002
283016,1803.1148999999975
283017,9324.878100000004
283018,27209.61729999999
283019,1275.7739000000004
283020,46549.39810000002
283021,1343.0166999999994
283022,8391.389500000003
283023,4453.173099999997
283024,7657.275600000001
283025,55286.87280000001
283026,1156.5974
283027,3158.8614999999995
283028,10921.318800000008
283029,7569.405599999995
283030,16307.217100000007
283031,1308.4986000000013
283032,1660.7328999999995
283033,204.72819999999984
283034,19357.57790000001
283035,1567.0657999999994
283036,8354.246500000001
283037,6618.431000000006
283038,1408.8560999999986
283039,2200.894
283040,17249.601599999984
283041,8.240900000000016
283042,3442.1964
283043,14004.642300000009
283044,15636.455000000004
283045,278.3087000000001
283046,17732.721600000004
283047,13025.513200000009
283048,24768.1228
283049,4407.405300000001
283050,2070.8218999999985
283051,18645.5784
283052,2347.0744000000004
283053,12146.038399999998
283054,163.67260000000022
283055,15924.448599999996
283056,1337.465099999999
283057,1121.0155000000004
283058,12378.728800000008
283059,6266.448000000001
283060,106.5738
283061,567.4874
283062,28960.349400000032
283063,24415.53499999999
283064,21201.40030000001
283065,22725.58890000001
283066,1147.7607
283067,30705.866499999956
283068,3943.103200000003
283069,18869.602800000008
283070,6027.839100000001
283071,13792.4177
283072,15839.618700000008
283073,26811.791200000007
283074,1766.650599999999
283075,980.9441999999992
283076,20434.244800000022
283077,6743.349200000005
283078,217.85679999999985
283079,1214.9970999999994
283080,16434.384299999998
283081,460.0887000000005
283082,456.6804
283083,10676.0418
283084,4394.9221
283085,33746.51780000004
283086,2526.7941
283087,47.8425
283088,19.675500000000007
283089,34587.970699999954
283090,1976.4605
283091,4409.186999999996
283092,7409.828900000005
283093,8032.572099999998
283094,9138.687899999988
283095,7296.358599999998
283096,1682.9809999999995
283097,16485.97690000001
283098,11146.066900000002
283099,12944.382200000004
283100,1161.8801999999994
283101,4362.862299999996
283102,31.423799999999996
283103,7748.931900000007
283104,10.760900000000008
283105,18584.947699999997
283106,4467.020999999995
283107,13523.788
283108,12751.449899999998
283109,2399.1211000000003
283110,10757.010300000014
283111,1888.4440999999997
283112,99.01070000000004
283113,15222.65669999999
283114,10705.055099999996
283115,1056.659100000001
283116,23832.113699999984
283117,340.2464
283118,13505.970899999998
283119,3888.859900000005
283120,10169.756999999994
283121,2355.3884
283122,9427.9947
283123,1183.916200000001
283124,33833.4912
283125,2341.553099999998
283126,264.8612999999998
283127,6978.4769
283128,11767.005800000008
283129,20898.95409999998
283130,19248.1064
283131,3069.584899999999
283132,118.18960000000015
283133,9518.221700000013
283134,14874.6131
283135,19544.39910000001
283136,2739.987500000001
283137,51398.34190000006
283138,17088.8446
283139,51169.98709999999
283140,20237.54240000001
283141,5084.4943
283142,795.5452000000004
283143,31614.78380000001
283144,1705.0304
283145,1283.7287
283146,21106.168699999987
283147,4106.434500000004
283148,5620.867599999999
283149,100.46790000000006
283150,1797.1334000000008
283151,75.62980000000002
283152,2321.0218000000004
283153,21370.8432
283154,22010.010099999992
283155,52760.53769999999
283156,5194.102200000001
283157,8026.4569999999985
283158,16289.1628
283159,10965.372999999998
283160,9003.25109999999
283161,54379.1344
283162,6173.957000000002
283163,59515.07199999996
283164,50104.61380000002
283165,14143.21209999998
283166,33432.18259999997
283167,3508.953200000001
283168,7724.482699999997
283169,2834.6505999999995
283170,20397.30270000001
283171,14665.10909999999
283172,2141.5060000000003
283173,11.5766
283174,10960.790299999995
283175,33945.31480000001
283176,64821.21199999996
283177,9435.202200000009
283178,42438.4534
283179,18100.84630000001
283180,7005.355599999996
283181,42061.922599999976
283182,7034.219300000004
283183,34171.90139999998
283184,21013.60180000001
283185,208.22
283186,48857.90939999994
283187,1751.9151000000006
283188,827.6080000000002
283189,14.232900000000011
283190,4518.282800000002
283191,1928.7838000000008
283192,1218.7657999999983
283193,873.4754
283194,38209.7133
283195,4100.470699999999
283196,8.172200000000002
283197,19739.80470000001
283198,2257.977100000001
283199,21384.911899999985
283200,2984.643799999997
283201,20413.013700000007
283202,15584.152699999984
283203,745.5601000000005
283204,38704.194
283205,6632.444999999999
283206,42629.85230000002
283207,59.96170000000001
283208,4163.397199999999
283209,1982.6077999999984
283210,1493.8683
283211,3498.8925999999988
283212,4394.745499999999
283213,12914.694499999994
283214,9684.060499999992
283215,1842.836
283216,169.05560000000006
283217,5358.858399999998
283218,15591.446300000003
283219,7008.0688
283220,5050.335400000001
283221,18574.6474
283222,5395.143499999997
283223,223.10630000000012
283224,791.3369
283225,25428.002099999994
283226,3921.9358000000007
283227,1397.9449000000002
283228,20435.546800000004
283229,17075.90539999999
283230,24162.59189999999
283231,281.1048
283232,5.943200000000006
283233,16873.188599999983
283234,13550.859399999994
283235,661.7905999999999
283236,8338.331900000001
283237,4342.947300000002
283238,1410.8396000000002
283239,2129.259299999999
283240,20824.94449999998
283241,10784.409899999991
283242,8594.041899999998
283243,59804.04479999999
283244,4403.384500000003
283245,2411.524100000002
283246,6615.586799999998
283247,3805.930699999997
283248,38989.529800000026
283249,194.15130000000008
283250,261.2224999999996
283251,12376.9559
283252,18224.65790000001
283253,7761.0669
283254,1103.8529999999998
283255,3867.7545999999984
283256,859.1159000000001
283257,2738.643500000001
283258,121.64760000000004
283259,4638.054800000001
283260,14590.25460000001
283261,57042.18290000002
283262,149.50760000000005
283263,482.71879999999953
283264,12645.825799999991
283265,1346.7232999999992
283266,8588.858700000004
283267,7536.334400000008
283268,5311.092099999997
283269,1369.8573
283270,54151.24150000004
283271,4135.212
283272,11798.691000000008
283273,4544.582699999996
283274,11440.216600000002
283275,28147.1088
283276,32029.523499999992
283277,7937.563800000001
283278,8209.127700000003
283279,1685.7675999999992
283280,48.93319999999999
283281,69339.52990000002
283282,11608.832300000002
283283,14931.801199999996
283284,17326.571300000014
283285,39963.748100000026
283286,65.41910000000004
283287,2357.796700000001
283288,7240.361900000005
283289,6115.1144
283290,4305.197699999999
283291,8618.420899999997
283292,1241.9461999999994
283293,40686.22300000004
283294,14826.407900000006
283295,86.99230000000001
283296,12827.95720000002
283297,10705.196400000006
283298,2316.714600000001
283299,12254.321800000009
283300,1715.4527999999991
283301,783.2782000000002
283302,1670.605299999999
283303,1308.6316999999997
283304,6012.920700000003
283305,11281.131899999997
283306,1401.3718000000006
283307,59253.53359999994
283308,1547.6397000000009
283309,46173.18090000003
283310,670.2727000000002
283311,60814.14080000002
283312,18322.4276
283313,3732.080899999999
283314,580.6888000000002
283315,6445.035899999999
283316,1242.7071000000003
283317,8545.787800000004
283318,9507.827999999998
283319,1737.5441999999996
283320,7573.308500000005
283321,10341.942500000005
283322,1276.4642999999987
283323,5189.553100000001
283324,33.60440000000002
283325,26617.126300000014
283326,9853.291399999998
283327,12500.260499999997
283328,8770.882399999993
283329,370.1453
283330,47496.2182
283331,15982.923100000007
283332,96.32969999999996
283333,10680.078199999994
283334,5496.464000000008
283335,10933.107500000006
283336,20.623
283337,7228.368999999999
283338,6864.2512
283339,10792.866099999992
283340,4785.03570000001
283341,1957.3986999999968
283342,25877.68229999999
283343,67.86420000000004
283344,6796.5042
283345,6445.539199999995
283346,59114.61200000003
283347,4606.6972000000005
283348,7485.850600000002
283349,1524.6577
283350,5872.832200000001
283351,90.30479999999994
283352,16065.282700000014
283353,38423.30809999997
283354,13497.417699999996
283355,540.0067000000001
283356,3896.6085999999946
283357,6311.252799999996
283358,60980.27429999993
283359,2744.739999999999
283360,16278.496900000004
283361,4451.211099999997
283362,9373.573799999998
283363,11465.0178
283364,3589.5722
283365,16127.650099999992
283366,11418.768299999998
283367,17370.190700000025
283368,49932.334799999975
283369,4006.0337999999983
283370,9424.564499999986
283371,1485.0594000000012
283372,23661.223999999984
283373,387.7253999999999
283374,384.3283
283375,30289.699900000018
283376,18111.290599999986
283377,909.004900000001
283378,420.9527999999999
283379,3759.5341000000026
283380,6770.249400000004
283381,33748.64970000002
283382,68553.24939999999
283383,42448.7973
283384,4899.870000000004
283385,31995.582500000004
283386,7146.953900000002
283387,2408.069699999998
283388,23774.3569
283389,1040.0370000000005
283390,12583.445099999995
283391,7600.994099999995
283392,2341.7897000000007
283393,5.100900000000006
283394,57666.59759999996
283395,10207.449899999996
283396,14675.27989999999
283397,519.8121000000003
283398,27645.441599999976
283399,14553.30859999999
283400,20473.72489999999
283401,10054.337099999992
283402,158.37959999999998
283403,10.714300000000014
283404,272.9938
283405,1570.7681999999998
283406,54.3689
283407,315.5916
283408,7632.388600000002
283409,39760.150200000026
283410,6317.201300000002
283411,3308.673299999997
283412,2453.2623000000026
283413,3236.0776000000005
283414,5649.224999999998
283415,2593.5669
283416,226.9980000000001
283417,1798.0818999999997
283418,56618.24369999996
283419,1087.2330000000002
283420,7676.355100000003
283421,24029.748000000003
283422,30480.908899999995
283423,3902.154400000001
283424,15028.464799999992
283425,4203.731599999996
283426,37276.81579999999
283427,477.4234000000001
283428,32383.279500000022
283429,1115.9189000000006
283430,68582.6058
283431,45437.47049999999
283432,52354.3588
283433,5854.6212
283434,10976.512000000002
283435,1244.789999999998
283436,11330.800699999996
283437,1839.7796000000008
283438,4642.775099999998
283439,3879.635099999997
283440,30774.34870000001
283441,24678.2002
283442,1758.3569999999993
283443,9689.046199999995
283444,69.43970000000004
283445,8944.235499999997
283446,623.2918
283447,31666.355500000016
